Title,Month,Day,Year,Category,Income/Expense,Amount
"REQUEST MONEY 010338709427 Floribert Kamabu",11,17,2008,Entertainment,Expense,378.87
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE GOOGLE *Google 129862345774",4,26,2007,Health,Income,3546.85
"UBER* PENDING TORONTO ON",9,6,2018,Accommodation,Expense,9536.78
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129721816132",9,20,2005,Entertainment,Expense,1169.21
"Internet Banking INTERNET TRANSFER 000000238278",4,10,2018,Food,Income,6272.02
"Internet Banking INTERNET BILL PAY 000000249061 MASTERCARD, BMO",9,16,2008,Accommodation,Expense,9933.24
"Point of Sale - INTERAC RETAIL PURCHASE 297001001049 7-ELEVEN 17060",7,4,2015,Health,Expense,9844.04
"Ding 73179606 Dublin",5,29,2020,Accommodation,Expense,5302.33
"Internet Banking E-TRANSFER 103811946493 Nil",2,11,2000,Food,Expense,1056.78
"AMZ*Duolihui US WWW.AMAZON.CA, ON",6,2,2016,Utilities,Expense,6363.31
"Internet Banking INTERNET TRANSFER 000000260110",8,26,2009,Accommodation,Expense,7218.31
"CASH ADVANCE/AVANCE DE FO NDS",11,26,2016,Food,Income,6409.24
"Internet Banking INTERNET TRANSFER 000000256035",6,28,2009,Utilities,Expense,4389.91
"Internet Banking INTERNET TRANSFER 000000288020",10,12,2002,Health,Income,7035.40
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 128319713380",1,8,2007,Personal,Expense,8996.39
"Internet Banking INTERNET TRANSFER 000000274521",1,25,2016,Entertainment,Income,6962.62
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 128319713380 51.74 CAD @ 1.000000",4,16,2005,Accommodation,Income,9620.18
"AMZN Mktp CA*2R17U8FM2 WWW.AMAZON.CA, ON",9,19,2010,Entertainment,Expense,7391.02
"Internet Banking INTERNET TRANSFER 000000263993",2,13,2020,Food,Expense,6352.85
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE H&M ONLINE 123521470714",6,10,2015,Accommodation,Expense,7091.98
"Point of Sale - INTERAC RETAIL PURCHASE 860001001001 7 ELEVEN STORE",1,2,2006,Health,Expense,6443.39
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE U OF M STUDENTS 114222801307",2,8,2007,Health,Expense,5883.65
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE U OF M STUDENTS 114222801307",10,19,2019,Health,Expense,5567.94
"Internet Banking E-TRANSFER 103931951354 Nam Huy Bui",2,19,2002,Entertainment,Income,840.65
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 122817474064 67.43 CAD @ 1.000000",9,28,2002,Utilities,Income,752.93
"Internet Banking INTERNET TRANSFER 000000276467",10,4,2012,Personal,Expense,8407.08
"Point of Sale - INTERAC RETAIL PURCHASE 000001001391 DOLLARAMA #1286",11,26,2008,Accommodation,Expense,4380.65
"Internet Banking E-TRANSFER 103811946493 Nil",10,4,2001,Utilities,Expense,6576.90
"Internet Banking INTERNET TRANSFER 000000281600",4,18,2014,Personal,Income,782.62
"Point of Sale - INTERAC RETAIL PURCHASE 000001001029 DOLLARAMA # 503",5,7,2016,Accommodation,Expense,1602.81
"LaunchGood Inc. 855-9991947, MI 10.00 USD @ 1.289000",1,1,2010,Personal,Expense,3635.19
"IKEA WINNIPEG #249 BURLINGTON ON",7,9,2014,Personal,Income,9316.36
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 129931113626",9,9,2005,Food,Expense,1869.91
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PIZZA PIZZA LTD 125320842485",11,25,2009,Personal,Expense,6962.65
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 130319154781",3,10,2012,Accommodation,Expense,9843.42
"Internet Banking E-TRANSFER 103782929527 Nil",10,1,2019,Accommodation,Expense,2760.81
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE BDS-INFO.CH 120906774319 20.00 USD @ 1.292000",2,26,2005,Food,Expense,7101.74
"UBER CANADA/UBERTRIP TORONTO ON",10,12,2002,Health,Income,204.46
"Internet Banking INTERNET TRANSFER 000000283043",5,9,2004,Health,Expense,3583.81
"Internet Banking INTERNET BILL PAY 000000243009 MASTERCARD, BMO",3,7,2009,Food,Expense,311.49
"Internet Banking INTERNET TRANSFER 000000263993",8,5,2020,Accommodation,Expense,6160.48
"Crocs Canada, Inc. crocs.ca, ON",1,18,2003,Utilities,Income,8739.23
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS *** 115231539541",6,6,2015,Health,Expense,4511.22
"Point of Sale - INTERAC RETAIL PURCHASE 730001001074 7 ELEVEN STORE",1,11,2013,Food,Expense,5369.80
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WU *8989078410 100175533173",11,16,2020,Accommodation,Income,8501.18
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *RAGHDA 115221381293",4,2,2002,Accommodation,Expense,6168.59
"Point of Sale - INTERAC RETAIL PURCHASE 000001001971 PIZZA PIZZA # 4",2,19,2000,Utilities,Expense,7470.90
"SOUQ.COM CAIRO S. -07E 1199.00 EGP @ .086105",2,20,2002,Health,Expense,3649.33
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 128319713380",9,18,2010,Accommodation,Expense,3528.03
"Point of Sale - INTERAC RETAIL PURCHASE 121012411104 GREENCREST PHAR",6,3,2013,Utilities,Income,9873.32
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128600189632",11,4,2012,Personal,Income,7139.50
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 116118852327",4,1,2014,Personal,Income,9721.23
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115161790291",1,8,2015,Health,Income,9644.78
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128704270353",11,28,2019,Health,Expense,9817.71
"MARY BROWNS #8002 WINNIPEG, MB",5,13,2011,Health,Income,356.52
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 130004874834",11,23,2009,Health,Income,357.83
"Internet Banking INTERNET TRANSFER 000000277819",7,11,2003,Accommodation,Income,1570.15
"AMZN Mktp CA*2G8R57Z62 WWW.AMAZON.CA, ON",10,3,2016,Utilities,Income,673.25
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WU *8980740778 125372611826",2,21,2005,Utilities,Expense,2781.79
"Internet Banking INTERNET TRANSFER 000000285648",10,22,2012,Accommodation,Income,4637.54
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 120220289489",3,26,2014,Health,Expense,7321.64
"ST VITAL VISION CENTRE WINNIPEG MB",5,7,2002,Entertainment,Income,4773.40
"Point of Sale - INTERAC RETAIL PURCHASE 000001001391 DOLLARAMA #1286",6,26,2011,Health,Expense,3087.14
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 130615291106",1,25,2000,Utilities,Expense,8831.05
"Internet Banking E-TRANSFER 103904096531 Nam Huy Bui",1,6,2005,Entertainment,Income,4348.38
"Point of Sale - INTERAC RETAIL PURCHASE 857001001125 7 ELEVEN STORE",7,12,2002,Health,Income,2503.44
"REQUEST MONEY 010338709427 Floribert Kamabu",3,12,2013,Utilities,Income,9875.43
"7 ELEVEN STORE #32317 WINNIPEG, MB",5,17,2020,Health,Expense,8702.45
"Internet Banking INTERNET TRANSFER 000000235999",11,3,2014,Entertainment,Income,6080.06
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE dbrand Order 033515540976",2,9,2002,Health,Expense,3728.76
"Point of Sale - INTERAC RETAIL PURCHASE 000001143004 UPS STORE #189",1,18,2015,Utilities,Expense,9738.34
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL APPLE.COM/CA 215807003250",7,16,2012,Personal,Expense,2908.49
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE BDS-INFO.CH 120906772646 20.00 USD @ 1.292000",10,25,2010,Personal,Income,8108.18
"WWW.IKEA.CA BURLINGTON, ON",2,4,2014,Utilities,Income,1540.67
"Point of Sale - Visa Debit VISA DEBIT MERCHANDISE RET REV INSTACART 119320576697",11,14,2000,Personal,Expense,3243.99
"Point of Sale - Visa Debit VISA DEBIT MERCHANDISE RET REV INSTACART 119320576697",5,1,2003,Entertainment,Income,7808.42
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128222143267",2,23,2003,Entertainment,Income,7990.72
"Internet Banking INTERNET TRANSFER 000000280436",7,18,2007,Personal,Income,3632.76
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 114222113411",5,1,2012,Food,Income,8779.88
"Point of Sale - INTERAC RETAIL PURCHASE 772001001002 7 ELEVEN STORE",4,3,2019,Personal,Expense,6504.22
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS *** 115231539541",5,28,2005,Accommodation,Expense,5729.72
"Point of Sale - INTERAC RETAIL PURCHASE 000001143004 UPS STORE #189",10,9,2009,Food,Income,5270.43
"Internet Banking E-TRANSFER 103851939670 Divagar",8,1,2004,Food,Expense,8236.80
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 114720281741 20.39 CAD @ 1.000000",11,22,2011,Food,Expense,4029.02
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119300358087",6,7,2017,Accommodation,Expense,913.55
"APPLE.COM/US 800-676-2775, CA 10.00 USD @ 1.342000",9,12,2008,Accommodation,Income,7181.69
"STARBUCKS COFFEE #48192 WINNIPEG, MB",3,17,2004,Personal,Income,2431.22
"Point of Sale - INTERAC RETAIL PURCHASE 000001001326 COINAMATIC CANA",11,27,2013,Personal,Income,2695.54
"SKIPTHEDISHES WINNIPEG MB",2,27,2013,Food,Expense,9949.20
"Internet Banking E-TRANSFER 103935295283 Nil",4,7,2000,Personal,Income,9641.36
"Internet Banking INTERNET TRANSFER 000000226259",3,9,2020,Food,Expense,203.75
"UBR* PENDING.UBER.COM AMSTERDAM, ON",5,5,2007,Utilities,Income,7575.02
"7-ELEVEN 17060 D2811 WINNIPEG MB",9,20,2008,Entertainment,Expense,7437.74
"PAY PER USE OVERDRAFT FEE",3,8,2020,Personal,Income,6556.02
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 129013886157 113.55 CAD @ 1.000000",4,21,2009,Food,Expense,2091.86
"Internet Banking INTERNET TRANSFER 000000252936",3,11,2000,Entertainment,Income,1336.63
"Internet Banking INTERNET TRANSFER 000000276467",8,12,2015,Entertainment,Income,6493.48
"MARBLE SLAB CREAMERY WINNIPEG, MB",11,26,2017,Health,Income,9350.55
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 116118852327",3,23,2013,Food,Expense,2148.24
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 129013886157",1,5,2002,Health,Income,8515.01
"Point of Sale - INTERAC RETAIL PURCHASE 000001001303 UNICITY TAXI #",9,19,2006,Food,Income,6499.95
"INSTACART 8882467822, NS",9,29,2018,Personal,Income,8284.58
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119401577236",2,7,2002,Health,Income,9009.19
"PURCHASE INTEREST",6,25,2003,Personal,Income,2989.92
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129904421813",7,3,2003,Health,Expense,2034.90
"Ding 73179606 Dublin",11,9,2017,Utilities,Expense,391.23
"SP * MOFTGLOBAL HTTPSMOFTGLOB, CA 69.15 USD @ 1.260014",4,21,2006,Entertainment,Expense,6558.00
"Internet Banking INTERNET TRANSFER 000000226377",1,27,2011,Personal,Income,5735.94
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 112601145020",5,23,2003,Personal,Income,1871.06
"Telephone Banking Personal TELEPHONE TRANSFER000000017983",10,4,2002,Food,Expense,6451.91
"Internet Banking INTERNET TRANSFER 000000277819",8,15,2013,Personal,Income,4926.19
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115135455508",6,28,2016,Accommodation,Income,8108.50
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 125122740760",3,12,2019,Personal,Income,7802.74
"Point of Sale - INTERAC RETAIL PURCHASE 000001215012 UPS STORE #189",3,23,2008,Health,Expense,478.74
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119523616250",7,15,2015,Accommodation,Expense,242.60
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WINNIPEG TRANSI 129710298809",6,7,2020,Personal,Expense,6353.52
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128600189632",11,2,2008,Health,Expense,4465.54
"Point of Sale - INTERAC RETAIL PURCHASE 000001001724 LONDON DRUGS 66",8,23,2020,Entertainment,Expense,9347.27
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129904406741",6,21,2014,Health,Expense,7193.90
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*TIM HO 125122780380",3,25,2011,Utilities,Expense,1545.09
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE CINEPLEX #8030 121297656970",2,8,2009,Personal,Expense,5575.27
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129521971315",5,26,2007,Accommodation,Expense,6145.21
"Internet Banking INTERNET TRANSFER 000000223192",4,19,2014,Health,Expense,3957.41
"Internet Banking INTERNET TRANSFER 000000233795",3,23,2005,Personal,Income,135.73
"Internet Banking INTERNET TRANSFER 000000235999",7,9,2001,Food,Expense,8820.38
"Point of Sale - INTERAC RETAIL PURCHASE 000001001824 GREENWOODS DENT",3,29,2017,Accommodation,Income,7057.27
"ST VITAL VISION CENTRE WINNIPEG MB",1,13,2018,Personal,Expense,647.91
"Point of Sale - INTERAC RETAIL PURCHASE 000001001182 UNICITY TAXI #",6,9,2017,Accommodation,Income,9961.65
"Internet Banking INTERNET TRANSFER 000000246317",2,19,2017,Accommodation,Income,7343.65
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 125122533908",4,24,2018,Health,Income,584.85
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE dbrand Order 129220350485",2,8,2001,Utilities,Expense,5120.70
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL INSTACART 119320576697",5,19,2015,Utilities,Expense,3443.40
"Point of Sale - INTERAC RETAIL PURCHASE 000001215012 UPS STORE #189",6,20,2000,Personal,Expense,4745.18
"Point of Sale - INTERAC RETAIL PURCHASE 121110785728 GREENCREST PHAR",2,4,2002,Food,Income,2329.16
"SOBEYS #5037 WINNIPEG MB",2,6,2020,Utilities,Expense,3887.55
"AMZ*Duolihui US WWW.AMAZON.CA, ON",7,11,2002,Entertainment,Expense,7394.25
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS *** 129233222773",11,18,2014,Personal,Expense,6972.64
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE MPI - ONLINE 124410491306",8,27,2004,Health,Expense,2344.50
"Internet Banking INTERNET TRANSFER 000000260110",7,27,2020,Entertainment,Income,3461.25
"SP * MOFTGLOBAL HTTPSMOFTGLOB, CA 69.15 USD @ 1.260014",7,26,2020,Health,Expense,3142.18
"Internet Banking INTERNET TRANSFER 000000277987",1,28,2008,Utilities,Expense,5197.20
"UBER* TRIP TORONTO ON",2,24,2019,Accommodation,Expense,8173.09
"APPLE.COM/BILL TORONTO, ON",3,3,2003,Personal,Income,2293.94
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PIZZA PIZZA LTD 125320842485",8,1,2018,Accommodation,Expense,4324.44
"OVERLIMIT FEE ON BAL $ 1437.17",9,27,2018,Entertainment,Expense,6973.16
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115562225836",8,30,2020,Health,Expense,9053.16
"Ding 70783768 Dublin",7,22,2015,Entertainment,Expense,7546.83
"Point of Sale - INTERAC RETAIL PURCHASE 000001001182 UNICITY TAXI #",6,9,2001,Personal,Income,1965.42
"Internet Banking E-TRANSFER 103782929527 Nil",6,18,2007,Accommodation,Expense,2300.69
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE dbrand Order 129220350485",9,12,2001,Entertainment,Expense,6149.00
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*TIM HO 125122780380",6,1,2020,Entertainment,Income,4736.32
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL APPLE.COM/CA 215807003249",8,26,2009,Health,Income,1548.78
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 120834678151",6,8,2018,Entertainment,Income,5339.74
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBR* PENDING.UB 114720281741 17.39 CAD @ 1.000000",4,9,2005,Personal,Income,1643.28
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 110244018102",4,12,2005,Health,Income,8485.74
"Internet Banking INTERNET TRANSFER 000000276467",7,6,2013,Utilities,Expense,1486.16
"DOORDASH*7-ELEVEN DOWNTOWN TORO, ON",3,2,2011,Health,Income,7555.08
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129721552614",3,1,2004,Personal,Expense,9736.00
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129221927298",11,20,2008,Personal,Expense,2721.86
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129221927298",11,25,2000,Personal,Income,6218.54
"DNH*GODADDY.COM EGP 480-505-8855, AZ 933.88 EGP @ .086103",7,18,2009,Personal,Expense,6319.94
"Point of Sale - INTERAC RETAIL PURCHASE 000001130002 GREENWOODS DENT",10,7,2019,Entertainment,Income,7930.03
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *ASEELSA 123721541177",3,15,2012,Entertainment,Expense,35.38
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AIR CAN* 112571064500",3,27,2006,Personal,Expense,9447.24
"Point of Sale - INTERAC RETAIL PURCHASE 000036006148 PEARLE VISION 5",9,18,2015,Food,Income,3273.25
"Internet Banking E-TRANSFER 103291835592 Nil 2",7,15,2011,Food,Income,1327.50
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE CINEPLEX #8030 128507513608",1,4,2016,Accommodation,Income,5449.01
"Point of Sale - INTERAC RETAIL PURCHASE 000001001182 UNICITY TAXI #",9,4,2020,Personal,Expense,55.47
"DNH*GODADDY.COM EGP 480-505-8855, AZ 933.88 EGP @ .086103",10,3,2014,Utilities,Expense,3573.51
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *ASEELSA 130519882534",1,9,2017,Entertainment,Income,3378.10
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 129222472965 28.03 CAD @ 1.000000",6,6,2009,Accommodation,Expense,5973.37
"Point of Sale - INTERAC RETAIL PURCHASE 000001001413 DOLLARAMA #1355",4,17,2012,Personal,Expense,7778.69
"AMZN Mktp CA*SR64P9QY3 WWW.AMAZON.CA, ON",4,14,2015,Health,Expense,7363.68
"Internet Banking E-TRANSFER 103835467191 kijiji controller user",7,5,2017,Health,Expense,2071.28
"AMZN Mktp CA*2L7JZ85B2 WWW.AMAZON.CA, ON",3,15,2005,Personal,Expense,7616.03
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *RAGHDA 119618572370",2,17,2010,Personal,Expense,9377.22
"GREENCREST PHARMACY WINNIPEG MB",11,2,2000,Health,Income,4431.78
"UBER* TRIP TORONTO ON",2,11,2016,Accommodation,Expense,1470.77
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 114222113411",5,28,2011,Utilities,Expense,7009.25
"APPLE.COM/US 800-676-2775, CA 10.00 USD @ 1.342000",5,7,2001,Health,Income,7715.09
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PIZZA PIZZA LTD 125320842485",4,12,2019,Health,Expense,3289.35
"Point of Sale - Visa Debit VISA DEBIT MERCHANDISE RET REV INSTACART 119701211405",10,9,2020,Food,Expense,493.69
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 122817474064",8,13,2014,Health,Income,5993.26
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL APPLE.COM/CA 215807003250",11,24,2017,Food,Income,7900.06
"PAYMENT RECEIVED - THANK YOU",1,19,2020,Accommodation,Income,9383.44
"Internet Banking INTERNET TRANSFER 000000274346",10,27,2017,Accommodation,Income,956.47
"OVERLIMIT FEE ON BAL $ 1437.17",1,30,2016,Entertainment,Expense,2402.11
"Internet Banking INTERNET TRANSFER 000000239266",5,3,2000,Food,Income,2066.47
"SOUQ.COM CAIRO S. -07E 1199.00 EGP @ .086105",11,25,2020,Personal,Income,9622.44
"UPS STORE #189 WINNIPEG, MB",11,7,2019,Utilities,Expense,2772.13
"Internet Banking INTERNET TRANSFER 000000274521",6,20,2016,Accommodation,Income,6106.86
"Internet Banking INTERNET TRANSFER 000000287755",1,20,2016,Health,Expense,627.57
"Internet Banking INTERNET TRANSFER 000000288020",7,25,2008,Health,Expense,1605.81
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL GOOGLE *GOOGLE T21300778584 1320.48 CAD @ 1.000000",7,22,2012,Utilities,Income,3848.51
"PAYMENT THANK YOU/PAIEMEN T MERCI",3,10,2013,Food,Income,7016.93
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS *** 115231539541",2,2,2002,Entertainment,Expense,7452.63
"Point of Sale - INTERAC RETAIL PURCHASE 000001001302 COINAMATIC CANA",8,26,2004,Food,Income,9913.68
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 114222113411",1,5,2016,Food,Income,4175.87
"Point of Sale - INTERAC RETAIL PURCHASE 860001001001 7 ELEVEN STORE",7,10,2014,Utilities,Expense,4353.42
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE BDS-INFO.CH 120906774319 20.00 USD @ 1.292000",2,8,2000,Accommodation,Income,5922.83
"Ding 70781731 Dublin",9,15,2008,Health,Expense,4106.26
"AMZ*Farmar Direct WWW.AMAZON.CA, ON",9,14,2017,Food,Expense,9643.84
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 130615291106",6,4,2009,Food,Expense,2635.83
"Internet Banking INTERNET TRANSFER 000000283043",2,14,2006,Health,Income,1584.49
"AWL*PEARSON EDUCATION PRSONCS.COM, NJ 94.99 USD @ 1.250131",9,16,2005,Health,Expense,6034.86
"Point of Sale - INTERAC RETAIL PURCHASE 821001001034 7 ELEVEN STORE",10,20,2009,Utilities,Income,4189.32
"OVERLIMIT FEE",5,23,2004,Accommodation,Income,4751.35
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE PIZZA PIZZA LTD T21257248801 30.07 CAD @ 1.000000",3,18,2002,Utilities,Income,2530.34
"Point of Sale - INTERAC RETAIL PURCHASE 000001143004 UPS STORE #189",2,25,2005,Utilities,Expense,5977.15
"PAYMENT PROTECTOR PREMIUM 800-893-2862",8,14,2014,Accommodation,Expense,6916.59
"PAYPAL *GHASSANALNA 4029357733, ON",8,24,2010,Personal,Expense,2221.57
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE H&M ONLINE 121007465422",11,24,2010,Personal,Income,8242.60
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE dbrand Order 129220350485",6,3,2012,Utilities,Expense,4843.52
"Internet Banking E-TRANSFER 103933806689 Cs Tutoring",1,22,2020,Personal,Expense,6396.97
"Point of Sale - Visa Debit CORRECTION PAYPAL *ABBYMAR 114420760500",9,12,2015,Utilities,Expense,3673.22
"Internet Banking INTERNET TRANSFER 000000225749",1,10,2013,Accommodation,Income,5296.24
"UOFMANITOBA-BOOKSTORE WINNIPEG, MB",6,12,2016,Accommodation,Expense,2043.65
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 130319154781",6,19,2001,Utilities,Income,8256.87
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE SOUQ 033520005685 568.00 EGP @ 0.085616",10,24,2013,Utilities,Expense,9030.43
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 117519296233 12.89 CAD @ 1.000000",3,5,2013,Entertainment,Expense,3166.47
"INSTACART SUBSCRIPTION HALIFAX MID-H, NS",10,27,2005,Entertainment,Expense,341.92
"Internet Banking INTERNET TRANSFER 000000274521",3,22,2019,Health,Income,6805.52
"DOORDASH*MCDONALDS DOWNTOWN TORO, ON",8,14,2000,Personal,Expense,3456.52
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*MCDONA 119505373520",9,11,2006,Food,Income,1584.29
"SQ *SHANG HAI 360 Winnipeg, MB",2,4,2020,Entertainment,Expense,553.57
"Point of Sale - INTERAC RETAIL PURCHASE 000001529055 SOBEYS #5037",6,13,2014,Health,Income,354.02
"AMZN Mktp CA*2L84Y3JX0 WWW.AMAZON.CA, ON",9,13,2006,Entertainment,Expense,8115.72
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE U OF M REGISTRA 123621211044",9,3,2005,Food,Expense,9272.27
"SERVICE CHARGE",3,4,2005,Personal,Income,4922.84
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE MPI - ONLINE 124410491306",8,12,2005,Personal,Expense,8731.67
"Electronic Funds Transfer CREDIT MEMO CIBC-DISATF",10,27,2012,Accommodation,Income,8596.31
"Point of Sale - INTERAC RETAIL PURCHASE A0HT96SD0000 Five Guys",7,14,2015,Food,Income,6187.06
"Point of Sale - INTERAC RETAIL PURCHASE 000001215012 UPS STORE #189",10,12,2011,Personal,Expense,5781.42
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE dbrand Order 033515540976",2,14,2014,Utilities,Income,2490.27
"Internet Banking INTERNET TRANSFER 000000233596",8,23,2008,Health,Income,2706.25
"Internet Banking E-TRANSFER 103935295283 Nil",6,24,2017,Personal,Expense,5456.56
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE H&R BLOCK 122420136933",6,25,2007,Utilities,Income,2994.59
"Point of Sale - INTERAC RETAIL PURCHASE 000001001853 PIZZA PIZZA # 4",11,18,2013,Personal,Expense,6787.81
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 114720281741 17.39 CAD @ 1.000000",6,8,2010,Utilities,Income,5309.09
"Internet Banking E-TRANSFER 103800587602 Nil",7,12,2015,Utilities,Expense,2130.16
"Point of Sale - INTERAC RETAIL PURCHASE 772001001002 7 ELEVEN STORE",10,14,2020,Food,Income,230.12
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129721552614",9,1,2019,Entertainment,Expense,8360.29
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *RAGHDA 121616350114",9,11,2001,Accommodation,Expense,2373.62
