Title,Date,Category,Income/Expense,Amount
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AIR CAN* 112571064500",11/21/2011,Health,Expense,2246.77
"APPLE.COM/US 800-676-2775, CA 10.00 USD @ 1.342000",07/29/2007,Entertainment,Income,2322.52
"Internet Banking E-TRANSFER 103931951354 Nam Huy Bui",07/28/2010,Accommodation,Expense,6878.22
"Internet Banking INTERNET TRANSFER 000000277987",02/22/2019,Food,Expense,43.21
"Internet Banking INTERNET TRANSFER 000000226377",06/08/2018,Utilities,Income,2566.92
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 122817474064 67.43 CAD @ 1.000000",07/18/2018,Utilities,Income,6194.40
"INSTACART HALIFAX MID-H, NS",06/23/2005,Personal,Expense,2219.86
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WINNIPEG TRANSI 121498930642",09/09/2009,Entertainment,Income,4420.08
"ST VITAL VISION CENTRE WINNIPEG MB",11/22/2005,Health,Expense,6.20
"Point of Sale - INTERAC RETAIL PURCHASE 000001001183 UNICITY TAXI #",02/07/2009,Personal,Expense,8195.49
"ST VITAL VISION CENTRE WINNIPEG MB",02/10/2014,Accommodation,Income,3837.95
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE U OF M REGISTRA 114222247236",02/05/2011,Health,Expense,6950.75
"REQUEST MONEY 010338709427 Floribert Kamabu",08/14/2008,Food,Income,7069.26
"Internet Banking INTERNET TRANSFER 000000239616",01/22/2010,Utilities,Income,7026.28
"Electronic Funds Transfer CREDIT MEMO CIBC-DISATF",03/30/2020,Food,Income,1824.50
"Internet Banking INTERNET BILL PAY 000000284108 MASTERCARD, BMO",10/13/2012,Health,Expense,7619.25
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *RAGHDA 119618572370",05/22/2020,Health,Income,8529.19
"Ding 73179606 Dublin",05/16/2008,Food,Expense,1724.12
"Internet Banking E-TRANSFER 103835467191 kijiji controller user",07/19/2000,Entertainment,Expense,6594.81
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 114720786149 22.39 CAD @ 1.000000",01/06/2002,Accommodation,Expense,1398.56
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WINNIPEG TRANSI 121498930642",09/13/2014,Personal,Income,6403.46
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 114722191577",04/22/2015,Accommodation,Income,3487.40
"AMZN Mktp CA*2C4GU87A1 WWW.AMAZON.CAON",07/16/2007,Health,Income,6629.09
"Internet Banking INTERNET TRANSFER 000000233795",09/08/2014,Food,Expense,4507.16
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *RAGHDA 123709541432",05/23/2011,Food,Expense,1189.70
"Point of Sale - INTERAC RETAIL PURCHASE 000001001184 UNICITY TAXI #",07/09/2000,Health,Expense,8620.34
"Point of Sale - INTERAC RETAIL PURCHASE 000001001302 COINAMATIC CANA",05/17/2020,Personal,Income,303.60
"Point of Sale - INTERAC RETAIL PURCHASE 000001134001 GREENWOODS DENT",11/21/2017,Food,Expense,3948.41
"Point of Sale - INTERAC RETAIL PURCHASE 124516329556 TIM HORTONS #81",09/18/2007,Utilities,Expense,4745.30
"Point of Sale - INTERAC RETAIL PURCHASE 000001001326 COINAMATIC CANA",02/19/2018,Personal,Income,2532.20
"Internet Banking INTERNET TRANSFER 000000260110",10/10/2006,Accommodation,Income,263.17
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 114421482951",11/17/2013,Entertainment,Expense,5217.23
"DOORDASH*TIM HORTONS DOWNTOWN TOROON",04/22/2006,Utilities,Income,5804.79
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 128319713380 75.00 CAD @ 1.000000",01/21/2013,Entertainment,Income,8036.15
"Point of Sale - Visa Debit CORRECTION dbrand Order 033515540976",05/18/2000,Personal,Income,9567.75
"Internet Banking ",11/28/2001,Health,Income,8262.62
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 114720281741 17.39 CAD @ 1.000000",08/15/2019,Personal,Expense,3637.26
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE SP * PALIROOTS 114620880842 37.00 USD @ 1.238378",01/06/2006,Utilities,Income,5414.50
"Internet Banking INTERNET TRANSFER 000000224660",04/21/2016,Utilities,Income,353.11
"Point of Sale - INTERAC RETAIL PURCHASE 000001215003 UPS STORE #189",10/27/2003,Utilities,Expense,3409.31
"Internet Banking E-TRANSFER 103835467191 kijiji controller user",05/01/2014,Accommodation,Income,7398.19
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 129222472965 28.03 CAD @ 1.000000",10/09/2018,Personal,Income,8440.05
"TIM HORTONS #2856 WINNIPEG, MB",05/14/2017,Entertainment,Income,2773.59
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119300358087",04/21/2017,Health,Expense,9303.25
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 125122740760 60.00 CAD @ 1.000000",11/03/2009,Food,Expense,9262.14
"Internet Banking INTERNET TRANSFER 000000217381",10/20/2010,Personal,Income,9850.88
"Internet Banking E-TRANSFER STOP SC103291839668",04/21/2008,Health,Expense,989.63
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE BDS-INFO.CH 120906772646 20.00 USD @ 1.292000",08/22/2007,Personal,Expense,1781.82
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 125122740760 49.63 CAD @ 1.000000",06/22/2016,Food,Income,3388.48
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL INSTACART 120723688008",06/25/2015,Accommodation,Income,6813.00
"Internet Banking E-TRANSFER 103931951869 Nil",11/17/2018,Entertainment,Income,6730.26
"Point of Sale - INTERAC RETAIL PURCHASE 730001001074 7 ELEVEN STORE",01/17/2015,Utilities,Income,1996.29
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE U OF M REGISTRA 123621211044",01/14/2008,Health,Income,1365.58
"DOORDASH*7-ELEVEN DOWNTOWN TORO, ON",07/22/2005,Health,Income,492.28
"Internet Banking INTERNET TRANSFER 000000230250",09/02/2008,Personal,Expense,4627.43
"Point of Sale - INTERAC RETAIL PURCHASE 000001001569 LONDON DRUGS 66",04/04/2002,Health,Income,3745.67
"SERVICE CHARGE",05/24/2000,Personal,Expense,8320.21
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128600189632",10/15/2020,Health,Expense,460.01
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA 128622894662",09/25/2000,Personal,Expense,2853.04
"LaunchGood Inc. 855-9991947, MI 10.00 USD @ 1.243000",07/19/2010,Food,Expense,7484.98
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 124323231129 129.00 CAD @ 1.000000",07/07/2018,Personal,Income,4054.94
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 128319713380 75.00 CAD @ 1.000000",04/17/2004,Accommodation,Expense,3783.26
"Internet Banking INTERNET TRANSFER 000000239148",06/13/2012,Entertainment,Expense,6523.81
"Internet Banking INTERNET TRANSFER 000000233596",07/27/2017,Health,Income,3880.88
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 122817474064 80.00 CAD @ 1.000000",11/18/2012,Accommodation,Expense,8749.65
"Internet Banking INTERNET TRANSFER 000000281600",06/14/2015,Personal,Expense,8721.65
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE BDS-INFO.CH 120906774319 20.00 USD @ 1.292000",01/05/2017,Health,Income,4596.71
"Internet Banking INTERNET BILL PAY 000000248281 MASTERCARD, BMO",01/17/2008,Health,Income,6108.08
"Point of Sale - INTERAC RETAIL PURCHASE 000001215012 UPS STORE #189",06/25/2018,Personal,Expense,860.21
"Internet Banking INTERNET TRANSFER 000000277819",06/01/2007,Accommodation,Income,9819.19
"Automated Banking Machine ATM WITHDRAWAL GTAA T-1 DEPARTURE L-2 3A51",03/16/2011,Personal,Expense,1387.17
"Point of Sale - INTERAC CORRECTION 000653170804 ST VITAL VISION",05/01/2001,Entertainment,Expense,5613.06
"AMZN Mktp CA*2L7583XQ0 WWW.AMAZON.CA, ON",08/08/2007,Entertainment,Income,891.67
"Ding 73179606 Dublin",11/27/2008,Utilities,Income,637.21
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS *** 125633176134",03/10/2020,Food,Expense,722.44
"Point of Sale - INTERAC RETAIL PURCHASE 125215434629 TIM HORTONS #01",03/07/2014,Health,Income,4707.39
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBR* PENDING.UB 114720281741 17.39 CAD @ 1.000000",11/20/2001,Health,Expense,1307.51
"Internet Banking INTERNET BILL PAY 000000277385 UNIVERSITY OF MANITOBA",08/29/2011,Entertainment,Income,4292.46
"AMZN Mktp CA*2R9IA3ZW2 WWW.AMAZON.CA, ON",09/14/2017,Accommodation,Expense,3922.91
"Point of Sale - Visa Debit CORRECTION dbrand Order 033515380970",03/30/2011,Accommodation,Expense,5141.23
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 124323231129 140.00 CAD @ 1.000000",10/16/2006,Food,Expense,1701.48
"Point of Sale - INTERAC RETAIL PURCHASE 125215434629 TIM HORTONS #01",04/03/2001,Utilities,Income,6873.71
"Telephone Banking Personal TELEPHONE TRANSFER000000017983",07/27/2001,Food,Expense,5212.05
"AMZN Mktp CA*2L93I8MI2 WWW.AMAZON.CA, ON",10/25/2014,Food,Expense,1107.66
"Internet Banking INTERNET TRANSFER 000000218634",09/02/2014,Entertainment,Income,6682.45
"DOLLARAMA #1286 WINNIPEG MB",05/19/2013,Food,Expense,4942.17
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WINNIPEG TRANSI 121498930642",02/19/2018,Health,Expense,737.99
"Internet Banking E-TRANSFER 103835467191 kijiji controller user",09/12/2012,Personal,Expense,9417.09
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL INSTACART 119320576697",07/20/2010,Entertainment,Expense,6935.50
"INSTACART SUBSCRIPTION HALIFAX MID-H, NS",11/20/2016,Utilities,Expense,935.17
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 120723688008",04/19/2006,Personal,Income,3790.99
"INTEREST ADVANCES",01/13/2017,Health,Income,1980.14
"Internet Banking INTERNET BILL PAY 000000238398 UNIVERSITY OF MANITOBA",10/30/2004,Utilities,Income,5333.27
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBR* PENDING.UB T21187134271 12.89 CAD @ 1.000000",07/05/2007,Accommodation,Expense,389.26
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/CA 114643288469",09/04/2020,Entertainment,Expense,8697.84
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119523616250",11/19/2002,Personal,Income,6101.82
"Internet Banking INTERNET TRANSFER 000000242922",05/18/2015,Entertainment,Income,8919.34
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AIR CAN* 112571064500",08/19/2018,Personal,Income,7912.09
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL APPLE.COM/BILL T21007062033 39.18 CAD @ 1.000000",08/03/2001,Accommodation,Expense,6407.45
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBER *TRIP T21166833400 3.00 CAD @ 1.000000",10/19/2006,Entertainment,Income,4641.55
"PONY CORRAL RESTAURANT WINNIPEG MB",10/24/2020,Personal,Income,9465.20
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119523616250",02/19/2013,Entertainment,Income,4060.09
"UBER CANADA/UBERTRIP TORONTO, ON",11/01/2004,Utilities,Expense,9628.09
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 130201721079",11/18/2013,Food,Income,8343.61
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *RAGHDA 128711822579",02/02/2001,Food,Income,5403.05
"Point of Sale - Visa Debit VISA DEBIT MERCHANDISE RET REV INSTACART 112601145020",10/10/2002,Food,Expense,5699.06
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE U OF M REGISTRA 123621211044",09/03/2016,Personal,Income,4442.43
"Sony Interactive Enter 8003457669 CA",02/20/2012,Utilities,Income,134.12
"Internet Banking E-TRANSFER 103927439111 Nil",06/12/2013,Health,Income,8998.71
"Point of Sale - INTERAC RETAIL PURCHASE 000001001824 GREENWOODS DENT",05/13/2014,Food,Income,2275.72
"Point of Sale - Visa Debit CORRECTION dbrand Order 033515540976",07/27/2006,Health,Expense,3351.15
"Branch Transaction WITHDRAWAL IBB FORT RICHMOND SQ BANKING CENTR",08/10/2001,Entertainment,Income,6885.07
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *ASEELSA 130519882534",09/05/2002,Utilities,Income,476.53
"UBR* PENDING.UBER.COM AMSTERDAM, ON",06/27/2006,Health,Income,7917.60
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WWW.IKEA.CA 128415214343",09/27/2009,Personal,Income,4887.00
"DOORDASH*WAKO SUSHI CA DOWNTOWN TORO, ON",11/13/2015,Accommodation,Income,4060.29
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 116241781183",06/07/2005,Utilities,Income,3972.09
"Internet Banking INTERNET TRANSFER 000000246729",07/02/2012,Health,Income,9933.53
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE SOUQ 033520005685 568.00 EGP @ 0.085616",05/18/2007,Health,Income,3691.22
"Internet Banking INTERNET TRANSFER 000000249325",09/27/2014,Personal,Income,3368.90
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL AMZ*Rankie CA 215207007894",01/21/2004,Food,Expense,2332.22
"WAL-MART SUPERCENTER#3119 WINNIPEG, MB",01/10/2004,Utilities,Expense,1901.43
"Internet Banking INTERNET TRANSFER 000000283043",08/13/2020,Accommodation,Expense,9441.94
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL GOOGLE *Google 230807006268",09/16/2011,Personal,Income,5680.47
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 120220289489",08/28/2017,Food,Income,2873.99
"Point of Sale - INTERAC RETAIL PURCHASE 297001001049 7-ELEVEN 17060",04/17/2020,Health,Expense,5367.98
"SOBEYS #5037 WINNIPEG MB",11/20/2006,Personal,Expense,8842.80
"TIM HORTONS #8152 WINNIPEG MB",10/24/2000,Health,Income,6785.04
"Point of Sale - INTERAC RETAIL PURCHASE 000001714027 KIMCHI",04/29/2017,Utilities,Income,6139.10
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WINNIPEG TRANSI 129710298809",11/23/2018,Health,Income,3400.76
"7-ELEVEN 17060 D2811 WINNIPEG MB",04/11/2005,Food,Expense,1860.65
"UBER *TRIP HELP.UBER.COMNLD",03/16/2020,Entertainment,Expense,5728.08
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 116343132146",09/28/2001,Food,Income,6112.53
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 114222113411",02/03/2004,Health,Expense,8417.61
"Point of Sale - INTERAC RETAIL PURCHASE 000001431182 SOBEYS #5037",04/08/2012,Personal,Expense,9690.83
"AMZN Mktp CA*2G8R57Z62 WWW.AMAZON.CA, ON",01/17/2000,Food,Expense,1070.12
"IKEA WINNIPEG #249 BURLINGTON, ON",10/20/2015,Health,Expense,7464.95
"Internet Banking E-TRANSFER 103835467191 kijiji controller user",09/17/2005,Health,Income,5901.54
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE GOGOINFLIGHT* 112534098337",09/02/2010,Entertainment,Income,3956.89
"AMZN Mktp CA*2G4JL98T0 WWW.AMAZON.CA, ON",11/29/2005,Personal,Income,8813.41
"Automated Banking Machine ATM WITHDRAWAL FORT RICHMOND SQ 2A12",05/21/2007,Personal,Income,983.99
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119523616250",05/16/2007,Utilities,Income,7130.58
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 114720281741 20.39 CAD @ 1.000000",02/19/2006,Utilities,Income,7484.60
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 130101408181",07/22/2003,Health,Income,2594.19
"Internet Banking E-TRANSFER 103808804769 Nil",04/14/2002,Entertainment,Income,3036.29
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBR* PENDING.UB 114720786149 19.39 CAD @ 1.000000",03/30/2009,Entertainment,Expense,5710.51
"Internet Banking INTERNET TRANSFER 000000275767",04/09/2003,Utilities,Income,8600.20
"Ding 73180577 Dublin",01/26/2014,Health,Expense,1179.57
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *RAGHDA 121616350114",01/28/2001,Personal,Income,1751.78
"DOORDASH*TIM HORTONS DOWNTOWN TOROON",07/21/2009,Utilities,Expense,3465.12
"Internet Banking E-TRANSFER 103890816362 Nil",01/26/2007,Food,Expense,5741.30
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 119701211405",04/22/2017,Food,Expense,3989.56
"PAYPAL *GHASSANALNA 4029357733, ON",01/03/2004,Health,Income,5841.26
"AMZN Mktp CA*2G4JL98T0 WWW.AMAZON.CA, ON",09/04/2001,Utilities,Expense,7520.64
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 114720281741 20.39 CAD @ 1.000000",09/26/2010,Food,Income,9409.93
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115244629060",08/11/2004,Personal,Income,5298.29
"Point of Sale - INTERAC RETAIL PURCHASE 000001140007 UPS STORE #189",11/24/2001,Accommodation,Expense,3221.59
"Internet Banking E-TRANSFER 103893663933 CARLI ALECIA-MARIE MCNABB",11/23/2006,Health,Expense,9703.56
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 125122740760 60.00 CAD @ 1.000000",03/10/2009,Health,Income,7081.22
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Patreon* Member 118207718434 27.00 USD @ 1.273704",04/19/2014,Accommodation,Income,6383.22
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 130101408181",10/01/2020,Personal,Income,3559.74
"Internet Banking INTERNET TRANSFER 000000280230",04/24/2013,Entertainment,Income,1050.46
"PONY CORRAL RESTAURANT WINNIPEG MB",03/25/2011,Health,Expense,8898.84
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115135455508",04/04/2018,Personal,Income,6797.28
"Point of Sale - INTERAC RETAIL PURCHASE 860001001001 7 ELEVEN STORE",06/13/2011,Utilities,Expense,8299.22
"SQ *OH DOUGHNUTS gosq.com MB",05/08/2016,Accommodation,Expense,2558.91
"PAYPAL *ASEELSAFI14 4029357733, ON",10/18/2017,Accommodation,Expense,2942.07
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129521971315",10/20/2006,Accommodation,Expense,8537.81
"Internet Banking INTERNET TRANSFER 000000274346",11/17/2012,Utilities,Expense,3968.93
"Branch Transaction CREDIT MEMO",05/16/2012,Utilities,Income,7164.60
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WU *8987807342 114434941244",08/17/2004,Personal,Expense,128.76
"AMZN Mktp CA*2R17U8FM2 WWW.AMAZON.CA, ON",08/07/2011,Accommodation,Expense,6325.16
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 125122740760 60.00 CAD @ 1.000000",05/13/2002,Health,Income,1109.98
"AMZN Mktp CA*2C9PP0MR2 WWW.AMAZON.CAON",04/28/2003,Food,Expense,7974.83
"Point of Sale - INTERAC RETAIL PURCHASE 124122872769 TIM HORTONS #81",04/19/2009,Food,Expense,7903.68
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 114720786149 22.39 CAD @ 1.000000",11/07/2000,Entertainment,Expense,6736.77
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 129222472965 28.03 CAD @ 1.000000",07/24/2003,Utilities,Expense,8089.04
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE CINEPLEX #8030 121297656970",05/23/2020,Food,Income,6533.52
"OVERLIMIT FEE ON BAL $ 1361.43",10/05/2015,Health,Expense,9504.08
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 114722191577",10/16/2002,Personal,Income,445.37
"LaunchGood Inc. 855-9991947, MI 10.00 USD @ 1.252000",01/11/2014,Personal,Expense,6214.43
"Internet Banking INTERNET BILL PAY 000000211857 MASTERCARD, BMO",06/06/2011,Personal,Expense,9281.35
"Branch Transaction CREDIT MEMO",03/21/2013,Food,Income,2541.09
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE U OF M REGISTRA 123621211044",02/23/2008,Accommodation,Income,7370.97
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115161790291",09/13/2008,Accommodation,Income,6388.01
"Internet Banking INTERNET TRANSFER 000000252936",11/07/2006,Utilities,Expense,2298.70
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 114234127034",09/17/2004,Entertainment,Income,5129.30
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119820331428",08/28/2006,Health,Income,1288.03
"AMZN Mktp CA*2L7JZ85B2 WWW.AMAZON.CA, ON",10/12/2007,Entertainment,Income,7135.24
"Internet Banking INTERNET TRANSFER 000000268205",05/12/2020,Accommodation,Income,3016.69
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128600189632",03/23/2020,Personal,Expense,5243.94
"UBER* PENDING TORONTO ON",09/24/2008,Entertainment,Expense,4409.16
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE GOGOINFLIGHT* 112534098337",11/01/2008,Accommodation,Expense,6996.83
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS *** 115231539541",01/14/2006,Food,Expense,6626.40
"PAYMENT PROTECTOR PREMIUM TAX",09/23/2012,Health,Expense,3355.80
"Internet Banking E-TRANSFER 103931951354 Nam Huy Bui",11/12/2019,Entertainment,Expense,1685.68
"SP * MOFTGLOBAL HTTPSMOFTGLOB, CA 69.15 USD @ 1.260014",01/01/2008,Accommodation,Expense,5675.86
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115161790291",06/11/2020,Utilities,Expense,3582.06
"Electronic Funds Transfer PREAUTHORIZED DEBIT PAYPAL",01/08/2020,Utilities,Income,2139.24
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 130615291106",02/25/2017,Personal,Income,242.63
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*CINNAH 119300812554",07/08/2003,Health,Expense,1047.56
"UBER CANADA/UBERTRIP TORONTO, ON",05/11/2006,Utilities,Expense,3243.07
"Point of Sale - INTERAC RETAIL PURCHASE 857001001125 7 ELEVEN STORE",11/04/2000,Utilities,Expense,4130.29
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL H&M ONLINE 225707013470",11/10/2013,Personal,Expense,482.62
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBER *TRIP 115806783478 3.00 CAD @ 1.000000",11/19/2009,Personal,Expense,8761.23
"LaunchGood Inc. 855-9991947, MI 10.00 USD @ 1.295000",02/21/2000,Food,Income,9925.82
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE H&M ONLINE 123521470714",03/17/2019,Food,Expense,7944.90
"AMZ*Farmar Direct WWW.AMAZON.CA, ON",09/03/2015,Personal,Income,7421.86
"OVERLIMIT FEE ON BAL $ 1437.17",05/23/2008,Entertainment,Expense,6103.07
"Point of Sale - Visa Debit VISA DEBIT MERCHANDISE RET REV INSTACART 112601145020",07/19/2000,Food,Income,5168.02
"Internet Banking INTERNET TRANSFER 000000289816",01/08/2002,Entertainment,Income,7987.33
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128600189632",04/22/2011,Personal,Expense,95.96
"Internet Banking E-TRANSFER STOP 103291839668",05/07/2017,Food,Income,6158.53
"PAYMENT PROTECTOR PREMIUM 800-893-2862",03/01/2019,Entertainment,Income,1359.27
"TIM HORTONS #8152 WINNIPEG, MB",09/17/2016,Personal,Income,4481.35
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE BDS-INFO.CH 120906772646 20.00 USD @ 1.292000",04/10/2013,Food,Expense,7342.41
"Internet Banking INTERNET TRANSFER 000000248000",05/29/2015,Health,Income,8364.29
"Point of Sale - INTERAC RETAIL PURCHASE 772001001002 7 ELEVEN STORE",04/18/2014,Accommodation,Income,8721.20
"Internet Banking INTERNET TRANSFER 000000285225",09/09/2013,Health,Expense,1974.50
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA 128622894662",09/04/2000,Entertainment,Income,2272.15
"UBER CANADA/UBERTRIP TORONTO, ON",02/22/2020,Food,Income,6256.41
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115764263401",08/16/2006,Health,Expense,5015.41
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 128319713380 75.00 CAD @ 1.000000",04/03/2009,Personal,Expense,1939.10
"AMZN Mktp CA*2L2SG1VY1 WWW.AMAZON.CA, ON",06/05/2015,Utilities,Expense,8181.35
"Internet Banking E-TRANSFER 103935295283 Nil",01/23/2012,Entertainment,Expense,1440.57
"Internet Banking INTERNET TRANSFER 000000280436",01/02/2005,Entertainment,Income,3946.29
"Internet Banking INTERNET TRANSFER 000000252936",05/28/2018,Entertainment,Income,6552.09
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 129013886157",10/15/2018,Personal,Expense,9552.51
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AIR CAN* 112571064500",10/25/2011,Utilities,Income,6773.20
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE NOON 033513110581 700.00 EGP @ 0.085600",07/15/2000,Personal,Income,3365.63
"Internet Banking INTERNET TRANSFER 000000239266",11/13/2016,Food,Expense,5312.42
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115135455508",02/12/2002,Entertainment,Expense,3959.84
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128600189632",09/12/2007,Health,Expense,1826.51
"DOORDASH*7-ELEVEN DOWNTOWN TORO, ON",04/07/2013,Personal,Income,1404.85
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *DBRAND 033516821111",09/06/2002,Utilities,Income,2734.08
"AMZN Mktp CA*2L84Y3JX0 WWW.AMAZON.CA, ON",06/05/2015,Accommodation,Expense,2964.18
